code,xcode,name,ipo_date,issue_date,amount,markets,price,pe,limit,funds,ballot
300488,300488,恒锋工具,2015-06-23,2015-07-01,1563,1126,20.11,19.3,0.6,2.516,0.15
300480,300480,光力科技,2015-06-23,2015-07-02,2300,2070,7.28,22.99,0.9,1.675,0.16
002770,002770,科迪乳业,2015-06-19,2015-06-30,6840,6156,6.85,20.81,2.7,4.685,0.49
300489,300489,中飞股份,2015-06-19,2015-07-01,1135,1022,17.56,22.97,0.45,1.993,0.41
300481,300481,濮阳惠成,2015-06-19,2015-06-30,2000,1800,9.13,22.95,0.8,1.8259999999999998,0.47
603085,732085,天成自控,2015-06-19,2015-06-30,2500,2250,7.27,22.98,1.0,1.818,0.27
300487,300487,蓝晓科技,2015-06-19,2015-07-02,2000,1800,14.83,20.32,0.8,2.966,0.47
603979,732979,金诚信,2015-06-19,2015-06-30,9500,8550,17.19,22.98,3.8,16.332,0.78
603223,732223,恒通股份,2015-06-19,2015-06-30,3000,2700,8.31,22.97,1.2,2.4930000000000003,0.35
300486,300486,东杰智能,2015-06-19,2015-06-30,3472,3125,8.94,22.96,1.35,3.1069999999999998,0.37
300482,300482,万孚生物,2015-06-19,2015-06-30,2200,1980,16.0,18.56,0.85,3.52,0.39
603117,732117,万林股份,2015-06-18,2015-06-29,6000,5400,5.93,22.98,1.8,3.5580000000000003,0.31
002771,002771,真视通,2015-06-18,2015-06-29,2000,1800,12.78,22.98,0.8,2.556,0.19
002768,002768,国恩股份,2015-06-18,2015-06-30,2000,1800,17.47,22.99,0.8,3.4939999999999998,0.44
603589,732589,口子窖,2015-06-18,2015-06-29,6000,5400,16.0,22.98,1.8,9.6,0.69
002769,002769,普路通,2015-06-18,2015-06-29,1850,1665,28.49,19.64,0.7,5.271,0.41
002776,002776,柏堡龙,2015-06-18,2015-06-26,2622,2360,23.29,22.98,1.0,6.107,0.6
603116,732116,红蜻蜓,2015-06-18,2015-06-29,5880,5292,17.7,22.94,1.7,10.412,0.77
601211,780211,国泰君安,2015-06-18,2015-06-26,152500,106750,19.71,22.99,45.7,300.577,1.57
300483,300483,沃施股份,2015-06-18,2015-06-30,1550,1395,11.39,22.99,0.6,1.765,0.32
603116,732116,红蜻蜓,2015-06-18,2015-06-29,5880,5292,17.7,22.94,1.7,10.412,0.77
601211,780211,国泰君安,2015-06-18,2015-06-26,152500,106750,19.71,22.99,45.7,300.577,1.57
002772,002772,众兴菌业,2015-06-17,2015-06-26,3725,3353,13.0,22.98,1.45,4.843,0.22
002773,002773,康弘药业,2015-06-17,2015-06-26,4560,4104,13.62,22.98,1.35,6.211,0.23
300485,300485,赛升药业,2015-06-17,2015-06-26,3000,2700,38.46,22.99,1.2,11.538,0.37
300471,300471,厚普股份,2015-06-03,2015-06-11,1780,1332,54.01,21.85,0.7,8.12,0.53
603616,732616,韩建河山,2015-06-03,2015-06-11,3668,3301,11.35,20.64,1.3,4.166,0.33
601968,780968,宝钢包装,2015-06-03,2015-06-11,20833,18750,3.08,22.93,6.2,6.417000000000001,0.45
002767,002767,先锋电子,2015-06-03,2015-06-12,2500,2250,14.87,22.43,1.0,3.719,0.35
300473,300473,德尔股份,2015-06-03,2015-06-12,2500,2250,28.76,22.99,1.0,7.19,0.59
002766,002766,索菱股份,2015-06-03,2015-06-11,4580,4122,7.53,22.82,1.8,3.449,0.32
300476,300476,胜宏科技,2015-06-03,2015-06-11,3667,3300,15.73,22.97,1.4,5.768,0.46
300469,300469,信息发展,2015-06-03,2015-06-11,1670,1503,10.14,22.98,0.6,1.693,0.26
603066,732066,音飞储存,2015-06-03,2015-06-11,2500,2250,12.43,20.98,1.0,3.108,0.26
300479,300479,神思电子,2015-06-03,2015-06-12,2000,1800,11.02,22.96,0.8,2.204,0.28
300472,300472,新元科技,2015-06-03,2015-06-11,1667,1500,11.39,22.99,0.65,1.899,0.35
002760,002760,凤形股份,2015-06-03,2015-06-11,2200,1980,8.31,22.97,0.85,1.828,0.34
300478,300478,杭州高新,2015-06-02,2015-06-10,1667,1500,14.84,22.99,0.55,2.474,0.27
300464,300464,星徽精密,2015-06-02,2015-06-10,2067,1860,10.2,22.67,0.8,2.108,0.28
300477,300477,合纵科技,2015-06-02,2015-06-10,2705,2340,10.61,15.38,1.0,2.76,0.24
300470,300470,日机密封,2015-06-02,2015-06-12,1334,1201,34.6,21.84,0.5,4.617,0.33
002762,002762,金发拉比,2015-06-02,2015-06-10,1700,1530,26.0,18.71,0.65,4.421,0.29
002761,002761,多喜爱,2015-06-02,2015-06-10,3000,2700,7.28,22.75,1.2,2.184,0.23
601368,780368,绿城水务,2015-06-02,2015-06-12,14700,13230,6.43,22.96,4.4,8.801,0.3
002765,002765,蓝黛传动,2015-06-02,2015-06-12,5200,4680,7.67,22.98,2.05,3.6689999999999996,0.29
300475,300475,聚隆科技,2015-06-02,2015-06-10,5000,4500,8.8,13.33,2.0,4.4,0.27
002763,002763,汇洁股份,2015-06-02,2015-06-10,5400,4860,13.1,21.72,2.15,7.077000000000001,0.37
601985,780985,中国核电,2015-06-02,2015-06-10,389100,272370,3.39,22.29,116.7,135.799,1.63
603026,732026,石大胜华,2015-05-21,2015-05-29,5068,4561,6.51,32.55,1.8,3.299,0.3
603918,732918,金桥信息,2015-05-20,2015-05-28,2200,1980,9.5,22.99,0.8,2.09,0.21
603669,732669,灵康药业,2015-05-20,2015-05-28,6500,5850,11.7,22.98,2.6,7.605,0.41
603300,732300,华铁科技,2015-05-20,2015-05-29,5067,4560,8.22,22.98,2.0,4.165,0.37
603901,732901,永创智能,2015-05-20,2015-05-29,2500,2250,15.81,22.91,1.0,3.9530000000000003,0.35
603198,732198,迎驾贡酒,2015-05-20,2015-05-28,8000,7200,11.8,19.4,2.4,9.446,0.7
603568,732568,伟明环保,2015-05-20,2015-05-28,4580,4122,11.27,22.97,1.3,5.162000000000001,0.46
300465,300465,高伟达,2015-05-20,2015-05-28,3334,3001,11.26,22.93,1.2,3.7539999999999996,0.3
300467,300467,迅游科技,2015-05-19,2015-05-27,1000,900,33.75,22.99,0.4,3.375,0.2
300463,300463,迈克生物,2015-05-19,2015-05-28,4650,3375,27.96,22.99,1.85,10.066,0.32
002758,002758,华通医药,2015-05-19,2015-05-27,1400,1260,18.04,22.98,0.55,2.526,0.26
603598,732598,引力传媒,2015-05-19,2015-05-27,3334,3001,7.2,22.96,1.2,2.403,0.17
603023,732023,威帝股份,2015-05-19,2015-05-27,2000,1800,13.25,14.46,0.8,2.65,0.26
300466,300466,赛摩电气,2015-05-19,2015-05-28,2000,1800,10.25,22.99,0.8,2.05,0.31
300462,300462,华铭智能,2015-05-19,2015-05-27,1722,1550,14.25,22.97,0.5,2.454,0.35
002757,002757,南兴装备,2015-05-19,2015-05-27,2734,2461,12.94,22.98,1.05,3.5380000000000003,0.32
603885,732885,吉祥航空,2015-05-19,2015-05-27,6800,6120,11.18,22.98,2.0,7.607,0.31
603108,732108,润达医疗,2015-05-19,2015-05-27,2360,2124,17.0,22.97,0.8,4.012,0.28
300468,300468,四方精创,2015-05-19,2015-05-27,2500,2250,18.76,22.98,1.0,4.69,0.27
002759,002759,天际股份,2015-05-19,2015-05-28,2400,2160,12.02,20.16,0.95,2.886,0.31
300461,300461,田中精机,2015-05-11,2015-05-19,1668,1501,7.92,22.98,0.65,1.321,0.12
603566,732566,普莱柯,2015-05-07,2015-05-18,4000,3600,15.52,18.89,1.6,6.212000000000001,0.51
603989,732989,艾华集团,2015-05-07,2015-05-15,5000,4500,20.74,22.99,2.0,10.370999999999999,0.64
603311,732311,金海环境,2015-05-07,2015-05-18,5250,4725,5.39,22.99,2.1,2.83,0.3
002753,002753,永东股份,2015-05-07,2015-05-19,2470,2223,13.56,22.99,0.95,3.3489999999999998,0.41
603968,732968,醋化股份,2015-05-07,2015-05-18,2556,2300,19.58,22.98,1.0,5.005,0.58
603022,732022,新通联,2015-05-06,2015-05-18,2000,1800,14.31,22.98,0.8,2.862,0.36
300455,300455,康拓红外,2015-05-06,2015-05-15,3500,3150,6.88,18.11,1.4,2.4090000000000003,0.35
300458,300458,全志科技,2015-05-06,2015-05-15,4000,3600,12.73,19.89,1.6,5.093999999999999,0.43
300453,300453,三鑫医疗,2015-05-06,2015-05-15,1986,1787,12.87,22.98,0.75,2.556,0.41
300450,300450,先导智能,2015-05-06,2015-05-18,1700,1530,21.21,22.98,0.65,3.6060000000000003,0.47
002755,002755,东方新星,2015-05-06,2015-05-15,2534,2281,7.49,20.49,1.0,1.8980000000000001,0.32
603718,732718,海利生物,2015-05-06,2015-05-15,7000,6300,6.81,21.28,2.8,4.774,0.31
603227,732227,雪峰科技,2015-05-06,2015-05-15,8235,7412,4.98,22.95,3.2,3.875,0.3
300456,300456,耐威科技,2015-05-06,2015-05-14,2100,1890,14.01,22.98,0.8,2.802,0.39
603355,732355,莱克电气,2015-05-05,2015-05-13,4100,3690,19.08,22.99,1.2,7.8229999999999995,0.4
300460,300460,惠伦晶体,2015-05-05,2015-05-15,4208,3787,6.43,22.96,1.55,2.7060000000000004,0.34
300457,300457,赢合科技,2015-05-05,2015-05-14,1950,1755,12.41,20.34,0.75,2.421,0.33
300452,300452,山河药辅,2015-05-05,2015-05-15,1160,1044,14.96,22.99,0.45,1.736,0.3
300414,300414,中光防雷,2015-05-05,2015-05-13,2107,1896,14.74,13.24,0.8,3.1060000000000003,0.3
603599,732599,广信股份,2015-05-05,2015-05-13,4706,4235,16.11,20.62,1.8,7.581,0.32
300459,300459,金科娱乐,2015-05-05,2015-05-15,2650,2385,7.84,22.97,1.05,2.0780000000000003,0.33
300451,300451,创业软件,2015-05-05,2015-05-14,1700,1530,14.02,22.98,0.65,2.384,0.2
002756,002756,永兴特钢,2015-05-05,2015-05-15,5000,4500,21.74,17.97,2.0,10.872,0.48
300434,300434,金石东方,2015-04-16,2015-04-24,1700,1530,10.57,22.98,0.65,1.475,0.44
300438,300438,鹏辉能源,2015-04-16,2015-04-24,2100,1890,14.87,22.99,0.8,2.782,0.45
002751,002751,易尚展示,2015-04-16,2015-04-24,1756,1580,10.48,22.98,0.65,1.55,0.34
300404,300404,博济医药,2015-04-16,2015-04-24,1667,1500,12.87,22.98,0.65,1.8840000000000001,0.3
300442,300442,普丽盛,2015-04-16,2015-04-24,2500,2250,19.17,22.55,1.0,4.212,0.62
603021,732021,山东华鹏,2015-04-15,2015-04-23,2640,2376,8.73,22.97,1.0,1.9340000000000002,0.47
300441,300441,鲍斯股份,2015-04-15,2015-04-23,2112,1901,9.81,22.81,0.8,1.732,0.68
603315,732315,福鞍股份,2015-04-15,2015-04-24,2500,2250,10.77,22.91,1.0,2.399,0.47
300440,300440,运达科技,2015-04-15,2015-04-23,2800,2520,21.7,22.97,1.1,5.577999999999999,0.61
300437,300437,清水源,2015-04-15,2015-04-23,1670,1503,10.53,19.3,0.6,1.5230000000000001,0.5
300446,300446,乐凯新材,2015-04-15,2015-04-23,1540,1386,8.85,7.11,0.6,1.115,0.46
300444,300444,双杰电气,2015-04-15,2015-04-23,3449,3104,12.13,22.89,1.3,3.698,0.77
603021,732021,山东华鹏,2015-04-15,2015-04-23,2640,2376,8.73,22.97,1.0,1.9340000000000002,0.47
300441,300441,鲍斯股份,2015-04-15,2015-04-23,2112,1901,9.81,22.81,0.8,1.732,0.68
300445,300445,康斯特,2015-04-14,2015-04-24,1020,918,18.12,22.98,0.4,1.5859999999999999,0.52
603818,732818,曲美家居,2015-04-14,2015-04-22,6052,5447,8.98,22.99,2.4,5.078,0.57
603703,732703,盛洋科技,2015-04-14,2015-04-23,2300,2070,11.32,22.98,0.9,2.269,0.45
300439,300439,美康生物,2015-04-14,2015-04-22,2834,2551,27.51,22.98,1.0,7.12,0.6
300443,300443,金雷风电,2015-04-14,2015-04-22,1407,1013,31.94,19.66,0.55,3.34,0.54
603808,732808,歌力思,2015-04-14,2015-04-22,4000,3600,19.16,22.96,1.6,7.282,0.8
603567,732567,珍宝岛,2015-04-14,2015-04-24,6458,5812,23.6,22.91,1.8,14.275,0.83
603025,732025,大豪科技,2015-04-14,2015-04-22,5100,4590,11.17,22.98,1.5,5.183,0.62
300436,300436,广生堂,2015-04-14,2015-04-22,1750,1260,21.47,18.67,0.7,2.588,0.3
002752,002752,昇兴股份,2015-04-14,2015-04-22,6000,5400,5.74,22.96,1.8,3.141,0.53
300447,300447,全信股份,2015-04-14,2015-04-22,2025,1823,12.91,22.3,0.8,2.103,0.43
603883,732883,老百姓,2015-04-14,2015-04-23,6700,6030,16.41,22.52,2.6,10.104,0.54
603789,732789,星光农机,2015-04-14,2015-04-27,5000,4500,11.23,21.19,2.0,4.979,0.66
603318,732318,派思股份,2015-04-14,2015-04-24,3010,2709,6.52,22.97,1.2,1.551,0.32
300424,300424,航新科技,2015-04-14,2015-04-22,3327,2994,11.68,22.9,1.3,3.352,0.43
300449,300449,汉邦高科,2015-04-13,2015-04-22,1770,1593,17.76,22.98,0.7,2.7680000000000002,0.2
300435,300435,中泰股份,2015-03-18,2015-03-26,2000,1800,14.73,18.09,0.8,2.602,0.18
603338,732338,浙江鼎力,2015-03-13,2015-03-25,1625,1463,29.56,21.34,0.6,4.4,0.36
002749,002749,国光股份,2015-03-12,2015-03-20,1875,1350,26.92,16.47,0.75,3.449,0.69
603869,732869,北部湾旅,2015-03-12,2015-03-26,5406,4865,5.03,21.33,2.1,2.47,0.53
603030,732030,全筑股份,2015-03-12,2015-03-20,4000,3600,9.85,22.91,1.6,3.602,0.83
300429,300429,强力新材,2015-03-12,2015-03-24,2000,1800,15.89,18.67,0.8,2.739,0.74
002747,002747,埃斯顿,2015-03-12,2015-03-20,3000,2700,6.8,22.67,1.2,1.704,0.39
603199,732199,九华旅游,2015-03-12,2015-03-26,2768,2491,12.08,20.47,1.0,3.052,0.72
603020,732020,爱普股份,2015-03-12,2015-03-25,4000,3600,20.47,22.61,1.2,7.574,1.16
300431,300431,暴风集团,2015-03-12,2015-03-24,3000,2700,7.14,22.97,1.2,1.666,0.34
002750,002750,龙津药业,2015-03-12,2015-03-24,1675,1508,21.21,22.99,0.65,3.0210000000000004,0.64
603012,732012,创力集团,2015-03-12,2015-03-20,7960,7164,13.56,22.96,3.1,10.072000000000001,1.22
603158,732158,腾龙股份,2015-03-12,2015-03-20,2667,2400,14.53,17.51,1.0,3.375,0.9
600958,730958,东方证券,2015-03-11,2015-03-23,100000,70000,10.03,22.98,30.0,100.3,1.62
300430,300430,诚益通,2015-03-11,2015-03-19,1520,1370,18.91,22.89,0.6,2.465,0.53
002748,002748,世龙实业,2015-03-11,2015-03-19,3000,2700,15.38,22.96,1.2,4.043,0.61
603729,732729,龙韵股份,2015-03-11,2015-03-24,1667,1500,26.61,22.55,0.6,4.01,0.54
300374,300374,恒通科技,2015-03-11,2015-03-19,2434,2191,13.21,22.98,0.95,2.735,0.67
300428,300428,四通新材,2015-03-11,2015-03-19,2020,1818,14.71,22.98,0.8,2.6839999999999997,0.66
601689,780689,拓普集团,2015-03-11,2015-03-19,12910,11619,11.37,19.81,3.8,13.925,1.14
603268,732268,松发股份,2015-03-11,2015-03-19,2200,1980,11.66,22.86,0.8,2.1790000000000003,0.59
600958,730958,东方证券,2015-03-11,2015-03-23,100000,70000,10.03,22.98,30.0,100.3,1.62
300430,300430,诚益通,2015-03-11,2015-03-19,1520,1370,18.91,22.89,0.6,2.465,0.53
300433,300433,蓝思科技,2015-03-10,2015-03-18,6736,6062,22.99,22.98,1.9,15.064,0.66
603997,732997,继峰股份,2015-02-12,2015-03-02,6000,5400,7.97,18.98,1.8,4.396,0.46
603828,732828,柯利达,2015-02-11,2015-02-26,3000,2700,17.2,21.5,1.2,4.7330000000000005,0.96
603015,732015,弘讯科技,2015-02-11,2015-03-03,5010,4509,10.6,22.97,2.0,4.793,0.71
603969,732969,银龙股份,2015-02-11,2015-02-27,5000,4500,13.79,22.61,2.0,6.353,1.11
002745,002745,木林森,2015-02-10,2015-02-17,4450,4005,21.5,22.83,1.25,8.763,1.14
300421,300421,力星股份,2015-02-10,2015-02-17,2800,2520,9.13,22.83,1.1,2.2880000000000003,0.89
603309,732309,维力医疗,2015-02-10,2015-03-02,2500,2250,15.4,22.87,1.0,3.472,0.61
002743,002743,富煌钢构,2015-02-10,2015-02-17,3034,2731,7.22,22.91,1.2,2.404,0.77
300427,300427,红相电力,2015-02-10,2015-02-17,2217,1995,10.46,18.34,0.85,2.32,0.96
300423,300423,鲁亿通,2015-02-10,2015-02-17,2200,1980,10.3,22.89,0.85,1.902,0.9
300420,300420,五洋科技,2015-02-10,2015-02-17,2000,1800,8.27,19.23,0.8,1.315,0.68
603939,732939,益丰药房,2015-02-10,2015-02-17,4000,3600,19.47,22.93,1.6,7.257999999999999,0.92
603618,732618,杭电股份,2015-02-10,2015-02-17,5335,4802,11.65,22.84,2.1,5.736000000000001,1.12
603222,732222,济民制药,2015-02-10,2015-02-17,4000,3600,7.36,22.96,1.6,2.511,0.54
601198,780198,东兴证券,2015-02-10,2015-02-26,50000,45000,9.18,22.97,15.0,0.0,1.44
002742,002742,三圣股份,2015-02-10,2015-02-17,2400,2160,20.37,19.59,0.95,4.391,1.05
300426,300426,唐德影视,2015-02-10,2015-02-17,2000,1800,22.83,22.96,0.8,4.183,0.51
300422,300422,博世科,2015-02-10,2015-02-17,1550,1395,10.0,22.97,0.6,1.245,0.58
300394,300394,天孚通信,2015-02-10,2015-02-17,1859,1372,21.41,18.78,0.7,2.8560000000000003,0.61
603898,732898,好莱客,2015-02-10,2015-02-17,2450,2205,19.57,19.0,0.9,4.297,0.91
603118,732118,共进股份,2015-02-10,2015-02-25,7500,6750,11.95,19.27,3.0,8.462,0.93
002741,002741,光华科技,2015-02-09,2015-02-16,3000,2700,12.31,22.8,1.2,3.28,0.4
300425,300425,环能科技,2015-02-09,2015-02-16,1800,1620,15.21,20.28,0.7,2.4419999999999997,0.38
002746,002746,仙坛股份,2015-02-09,2015-02-16,3985,3587,5.28,22.96,1.55,1.722,0.39
